t	rx	ry	rz	dx	dy	dz	diff_norm
5.58	2.36868	0.274262	0.0587434	2.36868	0.274262	0.0587434	1.2302e-09
5.59	2.36523	0.298504	0.0587848	2.36523	0.298504	0.0587848	1.2324e-09
5.6	2.36153	0.322759	0.0588227	2.36153	0.322759	0.0588227	1.23463e-09
5.61	2.3576	0.347025	0.0588572	2.3576	0.347025	0.0588572	1.2369e-09
5.62	2.35342	0.371299	0.0588882	2.35342	0.371299	0.0588882	1.2392e-09
5.63	2.34899	0.395578	0.0589157	2.34899	0.395578	0.0589157	1.24154e-09
5.64	2.34433	0.41986	0.0589397	2.34433	0.41986	0.0589397	1.24391e-09
5.65	2.33942	0.444143	0.0589601	2.33942	0.444143	0.0589601	1.24633e-09
5.66	2.33426	0.468424	0.0589769	2.33426	0.468424	0.0589769	1.24878e-09
5.67	2.32887	0.492701	0.05899	2.32887	0.492701	0.05899	1.25126e-09
5.68	2.32323	0.516971	0.0589996	2.32323	0.516971	0.0589996	1.25379e-09
5.69	2.31735	0.541233	0.0590055	2.31735	0.541233	0.0590055	1.25635e-09
5.7	2.31123	0.565483	0.0590077	2.31123	0.565483	0.0590077	1.25896e-09
5.71	2.30486	0.589718	0.0590062	2.30486	0.589718	0.0590062	1.2616e-09
5.72	2.29825	0.613938	0.059001	2.29825	0.613938	0.059001	1.26428e-09
5.73	2.2914	0.638138	0.0589921	2.2914	0.638138	0.0589921	1.267e-09
5.74	2.28431	0.662318	0.0589794	2.28431	0.662318	0.0589794	1.26976e-09
5.75	2.27697	0.686473	0.0589629	2.27697	0.686473	0.0589629	1.27256e-09
5.76	2.2694	0.710602	0.0589427	2.2694	0.710602	0.0589427	1.2754e-09
5.77	2.26158	0.734702	0.0589188	2.26158	0.734702	0.0589188	1.27829e-09
5.78	2.25353	0.758772	0.058891	2.25353	0.758772	0.058891	1.28121e-09
5.79	2.24523	0.782807	0.0588594	2.24523	0.782807	0.0588594	1.28417e-09
5.8	2.23669	0.806807	0.0588241	2.23669	0.806807	0.0588241	1.28717e-09
5.81	2.22792	0.830768	0.0587849	2.22792	0.830768	0.0587849	1.29022e-09
5.82	2.2189	0.854687	0.058742	2.2189	0.854687	0.058742	1.2933e-09
5.83	2.20965	0.878564	0.0586952	2.20965	0.878564	0.0586952	1.29643e-09
5.84	2.20016	0.902394	0.0586446	2.20016	0.902394	0.0586446	1.2996e-09
5.85	2.19043	0.926176	0.0585903	2.19043	0.926176	0.0585903	1.30281e-09
5.86	2.18046	0.949906	0.0585321	2.18046	0.949906	0.0585321	1.30606e-09
5.87	2.17026	0.973584	0.0584701	2.17026	0.973584	0.0584701	1.30935e-09
5.88	2.15982	0.997205	0.0584044	2.15982	0.997205	0.0584044	1.31268e-09
5.89	2.14915	1.02077	0.0583349	2.14915	1.02077	0.0583349	1.31606e-09
5.9	2.13824	1.04427	0.0582616	2.13824	1.04427	0.0582616	1.31947e-09
5.91	2.1271	1.06771	0.0581846	2.1271	1.06771	0.0581846	1.32293e-09
5.92	2.11572	1.09108	0.0581039	2.11572	1.09108	0.0581039	1.32643e-09
5.93	2.10411	1.11439	0.0580194	2.10411	1.11439	0.0580194	1.32997e-09
5.94	2.09228	1.13762	0.0579313	2.09228	1.13762	0.0579313	1.33354e-09
5.95	2.0802	1.16078	0.0578394	2.0802	1.16078	0.0578394	1.33716e-09
5.96	2.0679	1.18387	0.0577439	2.0679	1.18387	0.0577439	1.34083e-09
5.97	2.05537	1.20687	0.0576448	2.05537	1.20687	0.0576448	1.34453e-09
5.98	2.04261	1.2298	0.0575421	2.04261	1.2298	0.0575421	1.34827e-09
5.99	2.02963	1.25265	0.0574357	2.02963	1.25265	0.0574357	1.35205e-09
6	2.01641	1.2754	0.0573259	2.01641	1.2754	0.0573259	1.35587e-09
6.01	2.00297	1.29807	0.0572125	2.00297	1.29807	0.0572125	1.35973e-09
6.02	1.98931	1.32065	0.0570956	1.98931	1.32065	0.0570956	1.36363e-09
6.03	1.97542	1.34314	0.0569752	1.97542	1.34314	0.0569752	1.36757e-09
6.04	1.9613	1.36554	0.0568514	1.9613	1.36554	0.0568514	1.37154e-09
6.05	1.94697	1.38783	0.0567242	1.94697	1.38783	0.0567242	1.37556e-09
6.06	1.93241	1.41002	0.0565936	1.93241	1.41002	0.0565936	1.37961e-09
6.07	1.91764	1.43212	0.0564598	1.91764	1.43212	0.0564598	1.3837e-09
6.08	1.90264	1.45411	0.0563226	1.90264	1.45411	0.0563226	1.38783e-09
6.09	1.88743	1.47599	0.0561822	1.88743	1.47599	0.0561822	1.392e-09
6.1	1.872	1.49776	0.0560387	1.872	1.49776	0.0560387	1.3962e-09
6.11	1.85635	1.51942	0.0558919	1.85635	1.51942	0.0558919	1.40044e-09
6.12	1.84049	1.54096	0.0557421	1.84049	1.54096	0.0557421	1.40471e-09
6.13	1.82442	1.56239	0.0555892	1.82442	1.56239	0.0555892	1.40902e-09
6.14	1.80813	1.5837	0.0554333	1.80813	1.5837	0.0554333	1.41337e-09
6.15	1.79164	1.60489	0.0552745	1.79164	1.60489	0.0552745	1.41775e-09
6.16	1.77493	1.62595	0.0551127	1.77493	1.62595	0.0551127	1.42216e-09
6.17	1.75802	1.64689	0.0549481	1.75802	1.64689	0.0549481	1.42661e-09
6.18	1.7409	1.6677	0.0547806	1.7409	1.6677	0.0547806	1.43109e-09
6.19	1.72357	1.68838	0.0546104	1.72357	1.68838	0.0546104	1.43561e-09
6.2	1.70604	1.70892	0.0544375	1.70604	1.70892	0.0544375	1.44015e-09
6.21	1.6883	1.72933	0.054262	1.6883	1.72933	0.054262	1.44473e-09
6.22	1.67036	1.7496	0.0540839	1.67036	1.7496	0.0540839	1.44934e-09
6.23	1.65223	1.76974	0.0539033	1.65223	1.76974	0.0539033	1.45398e-09
6.24	1.63389	1.78973	0.0537202	1.63389	1.78973	0.0537202	1.45865e-09
6.25	1.61536	1.80957	0.0535346	1.61536	1.80957	0.0535346	1.46334e-09
6.26	1.59663	1.82927	0.0533468	1.59663	1.82927	0.0533468	1.46807e-09
6.27	1.57771	1.84882	0.0531566	1.57771	1.84882	0.0531566	1.47283e-09
6.28	1.55859	1.86822	0.0529643	1.55859	1.86822	0.0529643	1.47761e-09
6.29	1.53928	1.88746	0.0527697	1.53928	1.88746	0.0527697	1.48242e-09
6.3	1.51979	1.90655	0.0525731	1.51979	1.90655	0.0525731	1.48726e-09
6.31	1.5001	1.92549	0.0523744	1.5001	1.92549	0.0523744	1.49212e-09
6.32	1.48023	1.94426	0.0521738	1.48023	1.94426	0.0521738	1.49701e-09
6.33	1.46017	1.96287	0.0519712	1.46017	1.96287	0.0519712	1.50192e-09
6.34	1.43993	1.98131	0.0517668	1.43993	1.98131	0.0517668	1.50686e-09
6.35	1.41951	1.99959	0.0515606	1.41951	1.99959	0.0515606	1.51182e-09
6.36	1.39891	2.0177	0.0513527	1.39891	2.0177	0.0513527	1.5168e-09
6.37	1.37813	2.03564	0.0511432	1.37813	2.03564	0.0511432	1.5218e-09
6.38	1.35718	2.0534	0.0509321	1.35718	2.0534	0.0509321	1.52683e-09
6.39	1.33605	2.07099	0.0507194	1.33605	2.07099	0.0507194	1.53187e-09
6.4	1.31474	2.08841	0.0505054	1.31474	2.08841	0.0505054	1.53694e-09
6.41	1.29327	2.10564	0.0502899	1.29327	2.10564	0.0502899	1.54202e-09
6.42	1.27163	2.1227	0.0500731	1.27163	2.1227	0.0500731	1.54712e-09
6.43	1.24981	2.13957	0.0498551	1.24981	2.13957	0.0498551	1.55224e-09
6.44	1.22784	2.15625	0.0496358	1.22784	2.15625	0.0496358	1.55738e-09
6.45	1.2057	2.17275	0.0494155	1.2057	2.17275	0.0494155	1.56253e-09
6.46	1.18339	2.18905	0.0491941	1.18339	2.18905	0.0491941	1.5677e-09
6.47	1.16093	2.20517	0.0489717	1.16093	2.20517	0.0489717	1.57289e-09
6.48	1.13831	2.22109	0.0487484	1.13831	2.22109	0.0487484	1.57808e-09
6.49	1.11554	2.23682	0.0485242	1.11554	2.23682	0.0485242	1.58329e-09
6.5	1.09261	2.25235	0.0482993	1.09261	2.25235	0.0482993	1.58851e-09
6.51	1.06952	2.26768	0.0480736	1.06952	2.26768	0.0480736	1.59374e-09
6.52	1.04629	2.28281	0.0478472	1.04629	2.28281	0.0478472	1.59899e-09
6.53	1.02291	2.29774	0.0476203	1.02291	2.29774	0.0476203	1.60424e-09
6.54	0.999385	2.31246	0.0473928	0.999385	2.31246	0.0473928	1.6095e-09
6.55	0.975715	2.32697	0.0471648	0.975715	2.32697	0.0471648	1.61477e-09
6.56	0.951903	2.34128	0.0469364	0.951903	2.34128	0.0469364	1.62005e-09
6.57	0.927952	2.35538	0.0467076	0.927952	2.35538	0.0467076	1.62534e-09
6.58	0.903862	2.36926	0.0464786	0.903862	2.36926	0.0464786	1.63063e-09
6.59	0.879638	2.38293	0.0462493	0.879638	2.38293	0.0462493	1.63592e-09
6.6	0.85528	2.39638	0.0460198	0.85528	2.39638	0.0460198	1.64122e-09
6.61	0.83079	2.40962	0.0457902	0.83079	2.40962	0.0457902	1.64652e-09
6.62	0.806172	2.42264	0.0455606	0.806172	2.42264	0.0455606	1.65183e-09
6.63	0.781427	2.43543	0.045331	0.781427	2.43543	0.045331	1.65713e-09
6.64	0.756557	2.44801	0.0451013	0.756557	2.44801	0.0451013	1.66244e-09
6.65	0.731566	2.46036	0.0448718	0.731566	2.46036	0.0448718	1.66774e-09
6.66	0.706454	2.47248	0.0446425	0.706454	2.47248	0.0446425	1.67305e-09
6.67	0.681224	2.48438	0.0444134	0.681224	2.48438	0.0444134	1.67835e-09
6.68	0.655879	2.49604	0.0441845	0.655879	2.49604	0.0441845	1.68366e-09
6.69	0.63042	2.50748	0.043956	0.63042	2.50748	0.043956	1.68895e-09
6.7	0.604851	2.51868	0.0437278	0.604851	2.51868	0.0437278	1.69425e-09
6.71	0.579173	2.52965	0.0435	0.579173	2.52965	0.0435	1.69953e-09
6.72	0.553389	2.54038	0.0432727	0.553389	2.54038	0.0432727	1.70481e-09
6.73	0.5275	2.55088	0.0430458	0.5275	2.55088	0.0430458	1.71009e-09
6.74	0.501511	2.56113	0.0428196	0.501511	2.56113	0.0428196	1.71535e-09
6.75	0.475422	2.57115	0.0425939	0.475422	2.57115	0.0425939	1.72061e-09
6.76	0.449237	2.58093	0.0423689	0.449237	2.58093	0.0423689	1.72586e-09
6.77	0.422957	2.59046	0.0421446	0.422957	2.59046	0.0421446	1.7311e-09
6.78	0.396586	2.59975	0.0419209	0.396586	2.59975	0.0419209	1.73632e-09
6.79	0.370125	2.60879	0.0416981	0.370125	2.60879	0.0416981	1.74154e-09
6.8	0.343577	2.61758	0.041476	0.343577	2.61758	0.041476	1.74674e-09
6.81	0.316944	2.62613	0.0412548	0.316944	2.62613	0.0412548	1.75193e-09
6.82	0.29023	2.63443	0.0410345	0.29023	2.63443	0.0410345	1.7571e-09
6.83	0.263436	2.64247	0.0408151	0.263436	2.64247	0.0408151	1.76226e-09
6.84	0.236565	2.65027	0.0405966	0.236565	2.65027	0.0405966	1.7674e-09
6.85	0.209619	2.6578	0.0403792	0.209619	2.6578	0.0403792	1.77252e-09
6.86	0.182602	2.66509	0.0401627	0.182602	2.66509	0.0401627	1.77763e-09
6.87	0.155515	2.67212	0.0399473	0.155515	2.67212	0.0399473	1.78272e-09
6.88	0.128362	2.67889	0.039733	0.128362	2.67889	0.039733	1.78779e-09
6.89	0.101144	2.6854	0.0395198	0.101144	2.6854	0.0395198	1.79284e-09
6.9	0.0738641	2.69165	0.0393077	0.0738641	2.69165	0.0393077	1.79787e-09
6.91	0.0465254	2.69764	0.0390968	0.0465254	2.69764	0.0390968	1.80287e-09
6.92	0.0191302	2.70337	0.038887	0.0191302	2.70337	0.038887	1.80786e-09
6.93	-0.00831892	2.70884	0.0386785	-0.00831892	2.70884	0.0386785	1.81282e-09
6.94	-0.0358193	2.71404	0.0384713	-0.0358193	2.71404	0.0384713	1.81775e-09
6.95	-0.0633683	2.71898	0.0382652	-0.0633683	2.71898	0.0382652	1.82267e-09
6.96	-0.0909633	2.72365	0.0380605	-0.0909633	2.72365	0.0380605	1.82755e-09
6.97	-0.118602	2.72805	0.0378571	-0.118602	2.72805	0.0378571	1.83241e-09
6.98	-0.146281	2.73219	0.037655	-0.146281	2.73219	0.037655	1.83725e-09
6.99	-0.173998	2.73606	0.0374543	-0.173998	2.73606	0.0374543	1.84206e-09
7	-0.20175	2.73965	0.0372549	-0.20175	2.73965	0.0372549	1.84684e-09
7.01	-0.229535	2.74298	0.0370569	-0.229535	2.74298	0.0370569	1.85159e-09
7.02	-0.25735	2.74603	0.0368603	-0.25735	2.74603	0.0368603	1.85631e-09
7.03	-0.285192	2.74882	0.0366651	-0.285192	2.74882	0.0366651	1.861e-09
7.04	-0.313058	2.75132	0.0364714	-0.313058	2.75132	0.0364714	1.86566e-09
7.05	-0.340947	2.75356	0.036279	-0.340947	2.75356	0.036279	1.87029e-09
7.06	-0.368854	2.75552	0.0360882	-0.368854	2.75552	0.0360882	1.87489e-09
7.07	-0.396778	2.7572	0.0358988	-0.396778	2.7572	0.0358988	1.87946e-09
7.08	-0.424715	2.75861	0.0357108	-0.424715	2.75861	0.0357108	1.88399e-09
7.09	-0.452664	2.75974	0.0355244	-0.452664	2.75974	0.0355244	1.8885e-09
7.1	-0.48062	2.7606	0.0353394	-0.48062	2.7606	0.0353394	1.89297e-09
7.11	-0.508581	2.76117	0.035156	-0.508581	2.76117	0.035156	1.8974e-09
7.12	-0.536545	2.76147	0.0349741	-0.536545	2.76147	0.0349741	1.9018e-09
7.13	-0.564509	2.76149	0.0347937	-0.564509	2.76149	0.0347937	1.90617e-09
7.14	-0.59247	2.76123	0.0346148	-0.59247	2.76123	0.0346148	1.9105e-09
7.15	-0.620425	2.76068	0.0344374	-0.620425	2.76068	0.0344374	1.91479e-09
7.16	-0.648372	2.75986	0.0342616	-0.648372	2.75986	0.0342616	1.91905e-09
7.17	-0.676307	2.75876	0.0340873	-0.676307	2.75876	0.0340873	1.92327e-09
7.18	-0.704228	2.75737	0.0339146	-0.704228	2.75737	0.0339146	1.92746e-09
7.19	-0.732132	2.7557	0.0337434	-0.732132	2.7557	0.0337434	1.93161e-09
7.2	-0.760016	2.75375	0.0335737	-0.760016	2.75375	0.0335737	1.93572e-09
7.21	-0.787877	2.75152	0.0334056	-0.787877	2.75152	0.0334056	1.9398e-09
7.22	-0.815713	2.749	0.0332391	-0.815713	2.749	0.0332391	1.94383e-09
7.23	-0.843521	2.7462	0.0330741	-0.843521	2.7462	0.0330741	1.94783e-09
7.24	-0.871298	2.74311	0.0329107	-0.871298	2.74311	0.0329107	1.95179e-09
7.25	-0.89904	2.73974	0.0327488	-0.89904	2.73974	0.0327488	1.95572e-09
7.26	-0.926746	2.73609	0.0325885	-0.926746	2.73609	0.0325885	1.9596e-09
7.27	-0.954413	2.73215	0.0324297	-0.954413	2.73215	0.0324297	1.96345e-09
7.28	-0.982037	2.72793	0.0322725	-0.982037	2.72793	0.0322725	1.96726e-09
7.29	-1.00962	2.72342	0.0321168	-1.00962	2.72342	0.0321168	1.97102e-09
7.3	-1.03715	2.71863	0.0319626	-1.03715	2.71863	0.0319626	1.97476e-09
7.31	-1.06463	2.71356	0.03181	-1.06463	2.71356	0.03181	1.97845e-09
7.32	-1.09205	2.70819	0.031659	-1.09205	2.70819	0.031659	1.9821e-09
7.33	-1.11942	2.70255	0.0315094	-1.11942	2.70255	0.0315094	1.98571e-09
7.34	-1.14673	2.69662	0.0313614	-1.14673	2.69662	0.0313614	1.98929e-09
7.35	-1.17398	2.6904	0.031215	-1.17398	2.6904	0.031215	1.99282e-09
7.36	-1.20116	2.6839	0.03107	-1.20116	2.6839	0.03107	1.99632e-09
7.37	-1.22828	2.67711	0.0309266	-1.22828	2.67711	0.0309266	1.99978e-09
7.38	-1.25532	2.67004	0.0307847	-1.25532	2.67004	0.0307847	2.0032e-09
7.39	-1.2823	2.66268	0.0306442	-1.2823	2.66268	0.0306442	2.00658e-09
7.4	-1.30919	2.65504	0.0305053	-1.30919	2.65504	0.0305053	2.00993e-09
7.41	-1.33601	2.64712	0.0303679	-1.33601	2.64712	0.0303679	2.01323e-09
7.42	-1.36274	2.63891	0.0302319	-1.36274	2.63891	0.0302319	2.0165e-09
7.43	-1.38939	2.63042	0.0300975	-1.38939	2.63042	0.0300975	2.01973e-09
7.44	-1.41595	2.62165	0.0299645	-1.41595	2.62165	0.0299645	2.02292e-09
7.45	-1.44242	2.61259	0.029833	-1.44242	2.61259	0.029833	2.02607e-09
7.46	-1.4688	2.60325	0.0297029	-1.4688	2.60325	0.0297029	2.02919e-09
7.47	-1.49508	2.59363	0.0295743	-1.49508	2.59363	0.0295743	2.03227e-09
7.48	-1.52126	2.58372	0.0294471	-1.52126	2.58372	0.0294471	2.03532e-09
7.49	-1.54734	2.57354	0.0293214	-1.54734	2.57354	0.0293214	2.03833e-09
7.5	-1.57332	2.56307	0.0291971	-1.57332	2.56307	0.0291971	2.0413e-09
7.51	-1.59918	2.55232	0.0290742	-1.59918	2.55232	0.0290742	2.04423e-09
7.52	-1.62494	2.5413	0.0289527	-1.62494	2.5413	0.0289527	2.04714e-09
7.53	-1.65059	2.52999	0.0288326	-1.65059	2.52999	0.0288326	2.05e-09
7.54	-1.67612	2.5184	0.028714	-1.67612	2.5184	0.028714	2.05284e-09
7.55	-1.70153	2.50654	0.0285967	-1.70153	2.50654	0.0285967	2.05563e-09
7.56	-1.72682	2.4944	0.0284808	-1.72682	2.4944	0.0284808	2.0584e-09
7.57	-1.75199	2.48198	0.0283662	-1.75199	2.48198	0.0283662	2.06113e-09
7.58	-1.77703	2.46929	0.0282531	-1.77703	2.46929	0.0282531	2.06383e-09
7.59	-1.80194	2.45632	0.0281413	-1.80194	2.45632	0.0281413	2.0665e-09
7.6	-1.82671	2.44308	0.0280308	-1.82671	2.44308	0.0280308	2.06914e-09
7.61	-1.85136	2.42956	0.0279217	-1.85136	2.42956	0.0279217	2.07174e-09
7.62	-1.87586	2.41577	0.0278139	-1.87586	2.41577	0.0278139	2.07432e-09
7.63	-1.90023	2.4017	0.0277074	-1.90023	2.4017	0.0277074	2.07686e-09
7.64	-1.92445	2.38737	0.0276022	-1.92445	2.38737	0.0276022	2.07938e-09
7.65	-1.94853	2.37276	0.0274983	-1.94853	2.37276	0.0274983	2.08186e-09
7.66	-1.97245	2.35789	0.0273958	-1.97245	2.35789	0.0273958	2.08432e-09
7.67	-1.99623	2.34275	0.0272945	-1.99623	2.34275	0.0272945	2.08676e-09
7.68	-2.01985	2.32734	0.0271945	-2.01985	2.32734	0.0271945	2.08916e-09
7.69	-2.04332	2.31166	0.0270957	-2.04332	2.31166	0.0270957	2.09154e-09
7.7	-2.06663	2.29572	0.0269983	-2.06663	2.29572	0.0269983	2.09389e-09
7.71	-2.08977	2.27951	0.026902	-2.08977	2.27951	0.026902	2.09622e-09
7.72	-2.11276	2.26304	0.026807	-2.11276	2.26304	0.026807	2.09853e-09
7.73	-2.13557	2.24631	0.0267133	-2.13557	2.24631	0.0267133	2.10081e-09
7.74	-2.15822	2.22931	0.0266208	-2.15822	2.22931	0.0266208	2.10307e-09
7.75	-2.18069	2.21206	0.0265294	-2.18069	2.21206	0.0265294	2.10531e-09
7.76	-2.20299	2.19455	0.0264393	-2.20299	2.19455	0.0264393	2.10752e-09
7.77	-2.22511	2.17678	0.0263504	-2.22511	2.17678	0.0263504	2.10972e-09
7.78	-2.24705	2.15875	0.0262627	-2.24705	2.15875	0.0262627	2.1119e-09
7.79	-2.26881	2.14047	0.0261762	-2.26881	2.14047	0.0261762	2.11405e-09
7.8	-2.29038	2.12194	0.0260909	-2.29038	2.12194	0.0260909	2.11619e-09
7.81	-2.31177	2.10316	0.0260067	-2.31177	2.10316	0.0260067	2.11832e-09
7.82	-2.33296	2.08412	0.0259237	-2.33296	2.08412	0.0259237	2.12043e-09
7.83	-2.35397	2.06483	0.0258418	-2.35397	2.06483	0.0258418	2.12252e-09
7.84	-2.37478	2.0453	0.0257611	-2.37478	2.0453	0.0257611	2.1246e-09
7.85	-2.39539	2.02552	0.0256815	-2.39539	2.02552	0.0256815	2.12666e-09
7.86	-2.4158	2.00549	0.0256031	-2.4158	2.00549	0.0256031	2.12871e-09
7.87	-2.43601	1.98523	0.0255257	-2.43601	1.98523	0.0255257	2.13075e-09
7.88	-2.45601	1.96472	0.0254495	-2.45601	1.96472	0.0254495	2.13278e-09
7.89	-2.47581	1.94396	0.0253744	-2.47581	1.94396	0.0253744	2.1348e-09
7.9	-2.4954	1.92298	0.0253004	-2.4954	1.92298	0.0253004	2.13682e-09
7.91	-2.51478	1.90175	0.0252275	-2.51478	1.90175	0.0252275	2.13882e-09
7.92	-2.53394	1.88029	0.0251556	-2.53394	1.88029	0.0251556	2.14082e-09
7.93	-2.55288	1.85859	0.0250849	-2.55288	1.85859	0.0250849	2.14281e-09
7.94	-2.57161	1.83666	0.0250152	-2.57161	1.83666	0.0250152	2.1448e-09
7.95	-2.59012	1.81451	0.0249465	-2.59012	1.81451	0.0249465	2.14678e-09
7.96	-2.6084	1.79212	0.024879	-2.6084	1.79212	0.024879	2.14876e-09
7.97	-2.62646	1.76951	0.0248125	-2.62646	1.76951	0.0248125	2.15074e-09
7.98	-2.64428	1.74667	0.024747	-2.64428	1.74667	0.024747	2.15271e-09
7.99	-2.66188	1.72361	0.0246825	-2.66188	1.72361	0.0246825	2.15469e-09
8	-2.67925	1.70033	0.0246191	-2.67925	1.70033	0.0246191	2.15667e-09
8.01	-2.69638	1.67683	0.0245567	-2.69638	1.67683	0.0245567	2.15865e-09
8.02	-2.71328	1.65311	0.0244954	-2.71328	1.65311	0.0244954	2.16064e-09
8.03	-2.72993	1.62917	0.024435	-2.72993	1.62917	0.024435	2.16263e-09
8.04	-2.74635	1.60503	0.0243757	-2.74635	1.60503	0.0243757	2.16463e-09
8.05	-2.76252	1.58067	0.0243173	-2.76252	1.58067	0.0243173	2.16663e-09
8.06	-2.77845	1.5561	0.0242599	-2.77845	1.5561	0.0242599	2.16864e-09
8.07	-2.79413	1.53132	0.0242036	-2.79413	1.53132	0.0242036	2.17066e-09
8.08	-2.80956	1.50634	0.0241482	-2.80956	1.50634	0.0241482	2.17269e-09
8.09	-2.82474	1.48116	0.0240938	-2.82474	1.48116	0.0240938	2.17473e-09
8.1	-2.83966	1.45577	0.0240403	-2.83966	1.45577	0.0240403	2.17678e-09
8.11	-2.85433	1.43019	0.0239878	-2.85433	1.43019	0.0239878	2.17885e-09
8.12	-2.86874	1.40441	0.0239363	-2.86874	1.40441	0.0239363	2.18093e-09
8.13	-2.8829	1.37843	0.0238857	-2.8829	1.37843	0.0238857	2.18303e-09
8.14	-2.89679	1.35227	0.0238361	-2.89679	1.35227	0.0238361	2.18515e-09
8.15	-2.91042	1.32591	0.0237875	-2.91042	1.32591	0.0237875	2.18728e-09
8.16	-2.92378	1.29936	0.0237397	-2.92378	1.29936	0.0237397	2.18943e-09
8.17	-2.93688	1.27263	0.0236929	-2.93688	1.27263	0.0236929	2.1916e-09
8.18	-2.94971	1.24572	0.0236471	-2.94971	1.24572	0.0236471	2.19379e-09
8.19	-2.96227	1.21862	0.0236021	-2.96227	1.21862	0.0236021	2.19601e-09
8.2	-2.97455	1.19135	0.0235581	-2.97455	1.19135	0.0235581	2.19825e-09
8.21	-2.98656	1.16389	0.023515	-2.98656	1.16389	0.023515	2.20051e-09
8.22	-2.9983	1.13627	0.0234728	-2.9983	1.13627	0.0234728	2.2028e-09
8.23	-3.00976	1.10847	0.0234315	-3.00976	1.10847	0.0234315	2.20512e-09
8.24	-3.02094	1.08051	0.0233912	-3.02094	1.08051	0.0233912	2.20747e-09
8.25	-3.03184	1.05238	0.0233517	-3.03184	1.05238	0.0233517	2.20984e-09
8.26	-3.04245	1.02408	0.0233131	-3.04245	1.02408	0.0233131	2.21225e-09
8.27	-3.05278	0.995627	0.0232754	-3.05278	0.995627	0.0232754	2.21468e-09
8.28	-3.06283	0.967011	0.0232386	-3.06283	0.967011	0.0232386	2.21715e-09
8.29	-3.07259	0.938239	0.0232027	-3.07259	0.938239	0.0232027	2.21966e-09
8.3	-3.08206	0.909313	0.0231676	-3.08206	0.909313	0.0231676	2.2222e-09
8.31	-3.09124	0.880236	0.0231335	-3.09124	0.880236	0.0231335	2.22477e-09
8.32	-3.10013	0.85101	0.0231002	-3.10013	0.85101	0.0231002	2.22738e-09
8.33	-3.10872	0.821638	0.0230678	-3.10872	0.821638	0.0230678	2.23003e-09
8.34	-3.11702	0.792123	0.0230363	-3.11702	0.792123	0.0230363	2.23272e-09
8.35	-3.12502	0.762467	0.0230056	-3.12502	0.762467	0.0230056	2.23545e-09
8.36	-3.13273	0.732674	0.0229758	-3.13273	0.732674	0.0229758	2.23822e-09
8.37	-3.14013	0.702744	0.0229468	-3.14013	0.702744	0.0229468	2.24103e-09
8.38	-3.14724	0.672683	0.0229187	-3.14724	0.672683	0.0229187	2.24389e-09
8.39	-3.15405	0.642491	0.0228915	-3.15405	0.642491	0.0228915	2.24679e-09
8.4	-3.16055	0.612173	0.0228651	-3.16055	0.612173	0.0228651	2.24973e-09
8.41	-3.16675	0.58173	0.0228395	-3.16675	0.58173	0.0228395	2.25272e-09
8.42	-3.17264	0.551166	0.0228148	-3.17264	0.551166	0.0228148	2.25576e-09
8.43	-3.17823	0.520483	0.022791	-3.17823	0.520483	0.022791	2.25885e-09
8.44	-3.1835	0.489684	0.0227679	-3.1835	0.489684	0.0227679	2.26199e-09
8.45	-3.18847	0.458772	0.0227458	-3.18847	0.458772	0.0227458	2.26517e-09
8.46	-3.19313	0.427751	0.0227244	-3.19313	0.427751	0.0227244	2.26841e-09
8.47	-3.19748	0.396622	0.0227039	-3.19748	0.396622	0.0227039	2.2717e-09
8.48	-3.20152	0.365388	0.0226843	-3.20152	0.365388	0.0226843	2.27504e-09
8.49	-3.20524	0.334054	0.0226655	-3.20524	0.334054	0.0226655	2.27843e-09
8.5	-3.20865	0.302621	0.0226475	-3.20865	0.302621	0.0226475	2.28188e-09
8.51	-3.21175	0.271092	0.0226303	-3.21175	0.271092	0.0226303	2.28539e-09
8.52	-3.21453	0.239471	0.0226139	-3.21453	0.239471	0.0226139	2.28895e-09
8.53	-3.21699	0.20776	0.0225984	-3.21699	0.20776	0.0225984	2.29257e-09
8.54	-3.21914	0.175963	0.0225837	-3.21914	0.175963	0.0225837	2.29624e-09
8.55	-3.22096	0.144083	0.0225699	-3.22096	0.144083	0.0225699	2.29997e-09
8.56	-3.22247	0.112121	0.0225568	-3.22247	0.112121	0.0225568	2.30376e-09
8.57	-3.22366	0.0800827	0.0225446	-3.22366	0.0800827	0.0225446	2.30761e-09
8.58	-3.22452	0.0479697	0.0225332	-3.22452	0.0479697	0.0225332	2.31153e-09
8.59	-3.22506	0.0157852	0.0225227	-3.22506	0.0157852	0.0225227	2.3155e-09
8.6	-3.22529	-0.0164675	0.0225129	-3.22529	-0.0164675	0.0225129	2.31953e-09
8.61	-3.22519	-0.0487853	0.022504	-3.22519	-0.0487853	0.022504	2.32363e-09
8.62	-3.22476	-0.0811653	0.0224959	-3.22476	-0.0811653	0.0224959	2.32778e-09
8.63	-3.22401	-0.113604	0.0224886	-3.22401	-0.113604	0.0224886	2.33201e-09
8.64	-3.22294	-0.146099	0.0224821	-3.22294	-0.146099	0.0224821	2.33629e-09
8.65	-3.22154	-0.178646	0.0224764	-3.22154	-0.178646	0.0224764	2.34064e-09
8.66	-3.21981	-0.211243	0.0224716	-3.21981	-0.211243	0.0224716	2.34505e-09
8.67	-3.21776	-0.243887	0.0224676	-3.21776	-0.243887	0.0224676	2.34953e-09
